,timestamp,consumption,flex_up,flexibility_down
74,2021-11-21 18:30:00,13.819199999999997,14.825489605000001,12.813958662500001
75,2021-11-21 18:45:00,13.437600000000002,14.454757983999999,12.423301679999998
76,2021-11-21 19:00:00,13.275599999999999,14.293900486000002,12.260349595000001
77,2021-11-21 19:15:00,13.397400000000003,14.409187348000001,12.38757721
78,2021-11-21 19:30:00,12.6282,13.636020733,11.621682722500001
79,2021-11-21 19:45:00,12.518399999999996,13.543428390999999,11.497543007499997
80,2021-11-21 20:00:00,13.346399999999996,14.389011525999999,12.310890395
81,2021-11-21 20:15:00,12.169199999999998,13.190238400000002,11.151668
82,2021-11-21 20:30:00,11.488200000000004,12.512544643,10.4679127975
83,2021-11-21 20:45:00,12.088799999999996,13.11994852,11.0628429
84,2021-11-21 21:00:00,12.2808,13.310059447000002,11.256417127499997
